n.mzeh	35.8991	137.1495	461
n.assh	36.0216	137.3906	808
n.gr2h	35.7991	137.2531	226
n.mnmh	35.6665	136.9618	-32
n.kayh	35.6682	137.1054	333
n.itdh	35.7235	136.7847	248
n.hskh	35.6401	137.3187	222
n.tnmh	35.5214	136.6127	-29
n.kmhh	35.4121	136.8764	-67
n.mkmh	35.4527	137.0040	-117
n.ntgh	35.4571	137.4706	38
n.kidh	35.2953	136.4732	-48
n.ngkh	35.1842	137.0474	-149
n.asuh	35.1392	137.3359	29
n.strh	35.1543	137.5350	553
n.tyeh	35.1840	137.7268	652
n.okzh	34.9635	137.2377	99
n.tdeh	34.9512	137.4114	444
n.ssrh	34.8976	137.4876	-47
n.mcth	34.7401	136.9385	-82
n.thnh	34.7853	137.4393	-171
n.kmdh	36.4663	138.1474	290
n.sssh	36.5770	138.0479	401
n.tgkh	36.7075	138.0964	813
n.nzwh	36.9102	138.4408	458
n.ngwh	36.0640	137.6849	992
n.sojh	36.1184	137.9389	501
n.mmoh	36.2578	137.9898	539
n.iksh	36.4598	137.9637	383
n.om2h	36.5327	137.8201	718
n.hoth	36.3824	137.8201	613
n.kgrh	36.0864	140.3140	-492
n.htkh	36.3631	140.6198	-486
n.tu2h	35.5115	138.9675	758
n.szjh	34.9756	138.9128	45
n.smsh	34.9739	138.4924	-221
